label,t,r,accepted_rows,scoreable_rows_in_local_snapshot,representative_sha256,submission_id,polynomial_index
24T8157,8157,12,1,1,e6f98875fa0f35eba495b729755610498a745692788448125662b25c7ee6e5b5,sub_a2f778c3c6d6414d9005bd57497b8da2,350
24T8157,8157,16,5,3,203bec3d25472f45a8a8b94b95027d20ad474ffcb97b9b15183381bd7a52591e,sub_43f61dfb464e4f41829f5c417a1a3df5,13
24T8157,8157,20,6,2,d1ca654f53e1e0b81d8a3f9693bf6468e34b0701a66f44eedf524ac375ee4fa7,sub_f80b18d19e894d729ff1c998052a4562,291
24T8157,8157,24,1,1,775f9e8de6f127b0422ba876ea3f06fef25864799d7d0b658b4a380e0dc97b3a,sub_a2f778c3c6d6414d9005bd57497b8da2,385
24T8158,8158,4,2,2,a94fe7b450ba168999c809c1b669eb1d6ef0ecf1c4803f29d339ac10b41fcb89,sub_0ff13cf70e5744fdb97ea5ead0d2c2c7,22
24T8158,8158,20,1,1,c8f60cdd1b1189129621f721b8cedcc8c0037c5101e2f1023d5f8cb57d8e3012,sub_43f61dfb464e4f41829f5c417a1a3df5,773
24T8159,8159,4,3,1,6abd1d431fd0010969f990395576bc09149e9acc921fca3254c4ece156ecd0eb,sub_43f61dfb464e4f41829f5c417a1a3df5,14
24T8159,8159,8,4,3,c86695822ca7646e745e440971e9e6d9f08d8a1fd65933d24a45b36647e7f041,sub_43f61dfb464e4f41829f5c417a1a3df5,15
24T8159,8159,12,1,0,df450f5990090542a9c608455ea4fbcb8043f1f62ffcce94c47f43c99a863a1b,sub_6424295196b94d76b1f4d7d990b4c937,1
24T8159,8159,16,1,0,570e80a86cb7aa40c7c18a038995204b196580648492416140060f60e0fe8c83,sub_4a5433794e3a4b00bb02c49fba67c7a7,0
24T8159,8159,20,4,3,e12e3528e7b6026ace82d75919271168d1be05a6f1d7fc519d6143d952ca4ea1,sub_43f61dfb464e4f41829f5c417a1a3df5,16
24T8159,8159,24,1,1,a1abd6775c88b1f1618847d1c1cda2ce6f316c09370f676dc02ab0d7e3c59cae,sub_a2f778c3c6d6414d9005bd57497b8da2,342
24T8161,8161,4,2,2,065c99aefe5c96329d8add6d9985ab179cad14749cf6a3e9dbd1ef287857f0c5,sub_d193157e55154662ba1bce1e36147a9a,858
24T8161,8161,8,2,2,243be5093e5da2debd19deedaa7e73ef4da6afadc62199ef75acf0e043d3c65a,sub_6fff1717fc6649da82e0dd049b1e431d,40
24T8161,8161,12,6,0,7e51fbcc810e893f37fa7165ed819add466c62d93f001101262d7c5f08063b3d,sub_f9a5c9c338304ed9b52e8be3339c2bf0,42
24T8161,8161,16,2,2,5d44aa0268be6ea603adbdb15f448a5d8d9bf455a53a625ebb7050400071db89,sub_a047b231c67945b3a44e85adb6077fc5,555
24T8161,8161,20,2,2,bcfe53fd5b9acb5a2a73f991e47170c1ba7f004d67fca943cffdf4ece02e81a1,sub_eb6c9bb418cc43628d658b7312977296,151
24T8167,8167,0,1,0,c030732db18bd876097ab0e933154fd98cf382bda837ad4132ee4b6587c932c5,sub_d928b7db069742078e0459a27cd7b215,68
24T8167,8167,4,1,1,3da7da657510cd05509b4279b7904e5980cf059211e94485bd2350ab70187e19,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,257
24T8167,8167,8,2,0,8174c5382d5659e20e64ac9932b4d1712325341295a87858955e7b63878797cf,sub_d928b7db069742078e0459a27cd7b215,72
24T8167,8167,20,1,1,151e73de9f93dfaefb77c32cab71c143ef35941521afd8f8adfcfde981ed9a76,sub_fe58c20c0c004006973b708221846f74,880
24T8168,8168,8,1,0,6fc814392ff37224d3c6b53495aa4f381eefa5d895b442998d1ee0ebcb8c2755,sub_de4d674842a54353b6ec926f7c0c5111,22
24T8168,8168,12,1,0,b7fb0e137c3bfc034dc6b717937443c21dfc437b6440b74664b0e9d4a334f4ba,sub_de4d674842a54353b6ec926f7c0c5111,23
24T8169,8169,0,1,1,6f0c016243599fe252a62a0f14c5d446963913351f191cc2a3eaa9924da304b4,sub_62a9b19d79c844bd8a0909bcf8787d18,113
24T8169,8169,4,5,4,68e600502313e96bbfcb06435b8ea7cf4bea0c1abee814b1c71ef8c0db3839ca,sub_27c259df45a04a678b4dfcc016202217,554
24T8169,8169,8,1,1,91d92f95e3cdc11dff66baf47e6093d50b44a6acead5f7b2fb0be89f3b874871,sub_62a9b19d79c844bd8a0909bcf8787d18,114
24T8171,8171,0,5,5,21f7ecf8d8fa181fd5c796a8dd1c10137ca18c28900a27f9fa6f04fc85bcbabf,sub_9873b74abddc4302afe334c6499267ec,195
24T8171,8171,4,2,2,7ff4ff6f51fa62055f0b55ce4979a7356943a19889e1646b2bcd7ea900500d7d,sub_03783cf3e4eb4338921bcc68f017b79a,393
24T8171,8171,8,5,5,14e754db1982d276de9d4a82da8c1db1a2444c2202302473ccd0c750b7ee9726,sub_9873b74abddc4302afe334c6499267ec,392
24T8171,8171,12,3,3,7542c322d232e4484606cbacca32865ec669e42a7b276040a4f362888fd94431,sub_9873b74abddc4302afe334c6499267ec,0
24T8171,8171,20,1,1,8dc0567a63e68ed46c49fbeed16aefc36fafd03358a57ab02a2232ee197e45e2,sub_03783cf3e4eb4338921bcc68f017b79a,823
24T8172,8172,0,1,0,ef3e89ef670cc5d15e84607178bd2273e57f14fdf89ad0667e3b2a5bd3b52973,sub_b4df20cf9f4e49fdb110d6addec80100,50
24T8172,8172,8,1,0,0af85097b61b3b7929fe68b1c987b66c633eabdd68efe167baf219813b54306c,sub_0bb26e07bfff44b0b8181063683a40f2,131
24T8174,8174,4,8,8,81e3173ce5b2801a7bb43d892f3c48a4064c21e26842dbedbb8c761ba13a0b97,sub_03783cf3e4eb4338921bcc68f017b79a,591
24T8174,8174,8,3,3,1cb8379e5a14892bbbfab9ef432fb771b8b1ca5893527108a973b1d67ba35b7a,sub_9873b74abddc4302afe334c6499267ec,301
24T8174,8174,12,4,4,25212deabefd3063e4d398ba89a2e27110a99016bd32809098a60fa26f10992b,sub_a2f778c3c6d6414d9005bd57497b8da2,662
24T8174,8174,16,3,3,0608c4a83d7d520d0fbd5c074a851c80216085c908ac404bdc4d8491f3519879,sub_9873b74abddc4302afe334c6499267ec,197
24T8174,8174,20,3,3,a3c21986c66ee434e304ff2301693f5bfa3212471024760d582893a2922569fb,sub_9873b74abddc4302afe334c6499267ec,642
24T8185,8185,0,1,1,8d1ba6abe84f8c224f229699b20de038cc006449c9cdc7e66540ef6f28ebe8ec,sub_6db80a7ce6544fcdb3a98995b7c3c676,0
24T8187,8187,0,3,2,6ad152da74f46c2c072923c033c2699dcbbe202f7c6c280c1355ebc71203bb2c,sub_27c259df45a04a678b4dfcc016202217,887
24T8187,8187,8,2,1,77257e1bb191bbc8a70152fe1020f1a22be85c2adde53ad0ceef5d0adb84f687,sub_62a9b19d79c844bd8a0909bcf8787d18,115
24T8189,8189,0,2,1,883bf2c9d3f71260c84709c4f88949f9c4b36babe2c3c9aebb4916572963e6f5,sub_143f4e76c56f4d1a9c53a0fa56e4c9ea,5
24T8189,8189,24,5,1,09216b1eebd2b2698bbff6f338f1c6fdabae2cb7b6de3401f5a0337aa7d50b9a,sub_1eb5023ea1d94d4fb57fda0df18eb702,69
24T8190,8190,0,2,1,d8f13ee026da19e5cedadbba843c034735b79a676f75f5bab0ac314e395ab936,sub_c17c332f0e0f4c26a897abb7604e3f9d,32
24T8190,8190,4,2,1,786b31b8b42e8cad7210728e6c7a13357d78b4ac0e4dea8245eb67959b8b62ba,sub_59aee45fb1a743a58308305dda394ea1,35
24T8190,8190,8,2,1,10ddd967f0bdecba6a0df53e2482a65fa25a031c93ebafed1421ac6b262da33c,sub_143f4e76c56f4d1a9c53a0fa56e4c9ea,6
24T8190,8190,24,1,1,18bae1de936deea248020340e75d17f3e5cdac37c3b918f085bbced235d1a2db,sub_f34764affb9f428b93cb5f3577001a73,2
24T8192,8192,0,4,1,e26348d851e9f760e25c6ac3c12f1f79e2fec493e0468ac33dac74fce15efffc,sub_83fdb16f7dcd4ad09be8998ee3fe444b,21
24T8192,8192,8,2,1,5b6be3137ef8494919b80ae973cefda8bde84722f0a1bcc12db8850cc5519303,sub_83fdb16f7dcd4ad09be8998ee3fe444b,22
24T8192,8192,16,2,1,d81569089e2cac791aa1e7a329e7e1261070500426937088ec62827285c0af7a,sub_83fdb16f7dcd4ad09be8998ee3fe444b,23
24T8192,8192,24,2,1,26a3bcca1d8d9dcd376ba0ccd272ee419be0d16a0f1cf9ed9cd58bfad75d4481,sub_f34764affb9f428b93cb5f3577001a73,3
24T8193,8193,4,2,1,7157111e2eccd1ffb4dd14dc07a1b1ccde177887bf9538b39b968db01c44d4ab,sub_83fdb16f7dcd4ad09be8998ee3fe444b,24
24T8197,8197,0,1,0,2c9e671a42e3b57ff6254f4044b5450dd20866ad1ed51d287b080059d9c28085,sub_0bb26e07bfff44b0b8181063683a40f2,139
24T8199,8199,24,1,1,4d4e2776371313bb61f52d1a52a7512b8c97de533cae66764d97b2140268034f,sub_bc7a3dd9294543bd813bed8ba413972b,7
24T8200,8200,6,3,2,bce5484b441cf549138e42fbd51b631904071246250e7a58295f123e9b28f436,sub_2fe8e857d8fa4920ad52292814c7bcd1,28
24T8200,8200,18,2,1,fd96461d2441f6ba5df513c4236cb864c97da3c48f12ef24b03a0453cf820854,sub_96cd8bfdc4c444c0a39d48b9fe01b797,15
24T8202,8202,10,1,1,c58ed1998be4158a180f003a90befd8b2d2cde941e70c9232d41bab3f26f8f33,sub_ee26463ba79b4540a8b3d483520d1f24,34
24T8202,8202,14,2,1,550a2c7239fae63ef8b9e23c1c8030a9cb6facae84cf2941609933af8a1937c0,sub_2fe8e857d8fa4920ad52292814c7bcd1,49
24T8204,8204,8,1,0,7312b2d0d6437974e5868bac53b269f0c52f2c4acfed6466d2364883675cfbad,sub_7fa9980a4e6d40f5b4bf22c57592a345,613
24T8206,8206,8,3,0,201b62cc74fc60b1770a29b7cc5ac8560103411438620287f0265e0f30b9764f,sub_82583dc1e7c845a5a0bc902540caddd7,298
24T8206,8206,12,4,2,1806378029be54b8a2546791c1eb2721430f90136524bb5dcea404b1c92d24ac,sub_46223ca3866446a1809bbbd3cd1f1e74,4
24T8206,8206,16,3,3,e14e352e64d095953a678a287bd6e0f8f13a3086e87c958e899aafcab373769a,sub_2020356fde1b4181a6431c34f598c768,3
24T8213,8213,0,2,0,b6bb2c9212bbe41ea71e4da1b1fc82babe81ee3bb1e62fbeeb52f10e88ae7a05,sub_7f2cd435a53648b8af66ae91ba7b669c,830
24T8213,8213,8,3,1,955cc41b6c39b25b320585e7b830afc13cba9daaf57b2cfd4f113a313fb0d8bb,sub_59aee45fb1a743a58308305dda394ea1,19
24T8213,8213,16,2,1,0cdb4a54f6a2f0de25232313220b71d1957f49d93ccae55282fd394488f0c904,sub_46223ca3866446a1809bbbd3cd1f1e74,60
24T8214,8214,8,1,1,4e66fd0f8aeb9b0bab52ff139b9644350bea248ed515951bfaf082272f44a54e,sub_2fe8e857d8fa4920ad52292814c7bcd1,116
24T8214,8214,16,2,1,623eb2af506215b61832e0785c04b1cde3d2d839b76b4b28384d9fdccf2de637,sub_2fe8e857d8fa4920ad52292814c7bcd1,117
24T8220,8220,8,7,3,1cb7f088e12c72b9323cc65c4c12da90c6df4160e43f17bb35fd3dc922812383,sub_2020356fde1b4181a6431c34f598c768,372
24T8220,8220,12,2,2,b06124b51ac7b829e8d0352acb7f05d4351a2ec55203f4d5e3be15d93e3c166d,sub_46223ca3866446a1809bbbd3cd1f1e74,19
24T8220,8220,16,6,3,b447c89a5f37c3c9ea4126d506134eee541cdd6ea611b5e32d1c88e58ce4b748,sub_46223ca3866446a1809bbbd3cd1f1e74,95
24T8227,8227,0,8,0,55ac49648db6b0d7cb5b4d16a3e771b6ac0c666c96d82eb75d9a1488229d2646,sub_2e28535359f34f0ca02dc7dc6a1cb5be,136
24T8239,8239,0,1,1,f982e127243f2147e03b0f68e3084707c27ec574da2578ffb27ab8924b657aba,sub_7662b1608925430b82fab621afb95b0d,353
24T8239,8239,4,1,0,ad77cdaeffd2ca76e99faaafdefde17ab97a400a510c2be07b3ee09341ea3a0c,sub_99d6e09c31b54ca5a07fae6e99ccf02e,108
24T8239,8239,12,1,0,e1a741d9c30a2dc327068cc79d33afc3023116f031161658e9b8d64cfc148210,sub_99d6e09c31b54ca5a07fae6e99ccf02e,112
24T8242,8242,0,5,5,af9e6c9073f8d4fe0301892d58545896e6e210ed0b31464c83aa711afb78e73f,sub_9873b74abddc4302afe334c6499267ec,410
24T8242,8242,4,5,5,4cb3fd4be7fceabb008eefb9e6123b4ba5b4935cc8e6f8ec189077417777e120,sub_03783cf3e4eb4338921bcc68f017b79a,537
24T8242,8242,8,3,3,bc913a0516dd9cb19cbc4e2e4b32e0bcfba2c1e6dd9ec22d99fe1b7f7f702b2f,sub_9873b74abddc4302afe334c6499267ec,665
24T8242,8242,12,2,2,520dbf015aa6af428d2ef707d0108dad6e91793c5f498d70d1cd77293b90635b,sub_03783cf3e4eb4338921bcc68f017b79a,521
24T8242,8242,16,1,1,3558f56ea90fb4821204c0291ff9c4dbed9e0301db2cd699fd27b8c4b61473ba,sub_03783cf3e4eb4338921bcc68f017b79a,438
24T8250,8250,0,9,9,665e79c69cb5c4f75b25d5aec4ea1c1a916ae499b1df1eed991819b790c574a6,sub_9873b74abddc4302afe334c6499267ec,54
24T8250,8250,4,1,1,5a16dcaa1bb8e3b016f0dc550cbf658c1f158a677d5ebb1d2e8e567a139d4546,sub_03783cf3e4eb4338921bcc68f017b79a,589
24T8250,8250,8,6,6,e0ecff91b4ee111b85242a8a3ef9edef1ed6f5a0a63aac5f97134a268934dbba,sub_9873b74abddc4302afe334c6499267ec,72
24T8250,8250,12,2,2,aeb149519abca27ce2aafbf82f3f78c62654c5cc31c23bcde2aff57fe58baa42,sub_9873b74abddc4302afe334c6499267ec,12
24T8250,8250,16,3,3,8433ea6b57768252ee0bdaefde3c4c57a876b034e9575c3034893d0f2109b98f,sub_03783cf3e4eb4338921bcc68f017b79a,680
24T8253,8253,0,6,1,1bceda490d5c24f006c8cce5d63ee2f7a583bcd9dc9bfbb2f1fc105931a7236a,sub_e449969ded96447cba48d168a5e91f2e,1
24T8260,8260,0,3,2,335275497d5144aa0aef46d00c6687f51c8b5a9d22be996c55ead166d3cdca39,sub_7662b1608925430b82fab621afb95b0d,336
24T8260,8260,8,11,6,dc028d16c4497b45b6f32593ad7b724d45785ba641d15a5f75ab1cba69c65406,sub_fe58c20c0c004006973b708221846f74,593
24T8260,8260,16,9,3,35b0d94829b0cf597a21339380a5bc59f11441d3382c5262fb1c468f5a389632,sub_46223ca3866446a1809bbbd3cd1f1e74,66
24T8261,8261,4,2,1,9d1270bca4f3df2cdeb984c14c0018dffcb801ed5dba52a83202ff2c85c9e042,sub_19855240614c49d681ad75c9e48508c7,0
24T8264,8264,0,6,0,e08087b4df6b632fb337d4f5e53ff6b42eb21f909fa41610442473beb92c46d9,sub_1f3c9293b24347b59d0a4ded7cf4f618,90
24T8264,8264,8,2,0,fd5c81296e0fac5f00644ac6dd0dd0443aad5c14a22d83f52101f431d615ee0c,sub_1f3c9293b24347b59d0a4ded7cf4f618,69
24T8270,8270,0,6,4,b4a964653c1246f2c75c5ec6fd8fd969b483ae161cace56fd1494b6fbf83095a,sub_497ab25a609d45fc857764042f68197e,252
24T8303,8303,8,1,1,1aa88fbefca8a66f8fb5a16529e01d15faf99a37509f011d4a04aab941be2ab8,sub_14c67686db7d40ab96b885452fe1f137,417
24T8303,8303,16,1,1,04d2e88df727b31e3d1d5c798097cec0c26b0e1d23227c2c51ee69f3b2d14674,sub_f245c5732c0643d6a7bd0914a13bc00e,355
24T8312,8312,0,2,2,2bdb89442f3dfd2513daef10d3573954b1337a1cfba6f651cad43f42e3dcc35a,sub_14c67686db7d40ab96b885452fe1f137,395
24T8312,8312,8,1,1,8e8efa6384b50fd16aa263de17fbc482ef8a4a73ed4eaf10d46e4ee76f2afa70,sub_9f3534b453e641faba6de187b1b66996,317
24T8312,8312,12,2,1,e89a9583aa539963a0fe94a678f81bbb51f6ec3dd04f8520db6d20dc61b83fc8,sub_ee26463ba79b4540a8b3d483520d1f24,260
24T8312,8312,16,1,1,805a7e4722f8b383b818d665f2bfb3c454add923100f6c13b36facd5cd828d96,sub_b483a6015e5544568bccbe5e792d939d,321
24T8312,8312,24,1,1,3383085cfbb222f901b21731fcaf73453a706048b810b0c4e1cc9c6d0e27bdd4,sub_ee26463ba79b4540a8b3d483520d1f24,287
24T8316,8316,6,2,1,18998c8bbeb6d7ad103c0f2819b0dd8fb9240138f2873692a4a0e6f755d8e258,sub_1a4d9cdf8d3b4545aba39a728ac261df,23
24T8316,8316,10,3,1,8f5fe5579a81169fef462f6ab9a3bae713d00758a69538e10074e35181aacd0d,sub_59aee45fb1a743a58308305dda394ea1,8
24T8316,8316,14,2,2,cd41c5180274042721b4af8fa29def07057d76109bf31bbc322fa54373aabca3,sub_46223ca3866446a1809bbbd3cd1f1e74,45
24T8316,8316,18,1,1,996503c2508365451d6d4b51b404df583d58b83fb627af338af03d80cbf9b4f6,sub_46223ca3866446a1809bbbd3cd1f1e74,131
24T8319,8319,6,5,1,d80b16c1203f4f1fa718415d6b2802dada0eec233fbe414e18d06a0a1bfeda49,sub_59aee45fb1a743a58308305dda394ea1,9
24T8319,8319,10,6,2,e08beaa926a27fe8148d11408a82fd0d131ee797665b74aff4eee9b7db7962e6,sub_81fa0021ecfb4738b0d8e75d54911306,617
24T8319,8319,14,6,1,e5e184b870bc1a245da9a2169d33b7c99c78b58bfdf19f6c0845763a07b754e0,sub_46223ca3866446a1809bbbd3cd1f1e74,48
24T8319,8319,18,4,2,0db6631d04ad2ec102c4350d269f6a7df9f1954cf2bca641aeff54bdc2ebae4c,sub_46223ca3866446a1809bbbd3cd1f1e74,113
24T8320,8320,6,5,1,b2bbd323016f251ad9b4efb83e1d4c447b6a7caa8d7a204276062dfa82c5b226,sub_e3e1900593474d66a95c7aaa9dc7015e,11
24T8320,8320,10,3,1,f56a6db685c5c01e20ce2f69d37dfa9175fbafc8365e105192510389f9ed6bdf,sub_0ff13cf70e5744fdb97ea5ead0d2c2c7,2
24T8320,8320,14,2,1,1c6dee5424ec16de324266847e6f2e552083092c3a569764c3eca1f00d62af60,sub_46223ca3866446a1809bbbd3cd1f1e74,27
24T8320,8320,18,4,3,a8afc6476671629af204254f55d7764ad50cd0e9d2bf6f36c86921db8ba2c06d,sub_46223ca3866446a1809bbbd3cd1f1e74,133
24T8321,8321,6,2,0,ef29c47a106993047991446886cd0ff9c7ffb9abac5895e28a2312f8b021d851,sub_169ffd856deb4aaf8e92735873323a5e,573
24T8321,8321,10,3,2,30087af9eed278273580835aa581cc5781b6836d286928569533894c96186476,sub_81fa0021ecfb4738b0d8e75d54911306,848
24T8321,8321,14,2,1,f2b4bf07b2305fe5d446992d3511f263381ef9d667069cee5d770785ea6de32e,sub_46223ca3866446a1809bbbd3cd1f1e74,51
24T8321,8321,18,2,0,7ed50a32bb432d98d7f658fe999940f157fbc331eb51335f308928b64374e612,sub_78a0aa7a95364b3e8c591d7e11807c22,983
24T8323,8323,0,1,1,d0c943000079bdb9f0a51cbd45646bf51a87e77566b07a19a28044d7c9f52549,sub_7662b1608925430b82fab621afb95b0d,146
24T8323,8323,4,2,2,41e189e4cbd59b51b16621ef24c6ef0bbe4011ebd80f88a779d716f62dfadbb6,sub_7662b1608925430b82fab621afb95b0d,350
24T8325,8325,0,7,4,830823d637643c5f228304dabcae6380358bc6b64a6bde413776cbb04d676cf6,sub_d3d5ec8995bd4d4b896095b2fb27095c,71
24T8325,8325,8,8,7,734a9839268b33c63cbdbd86f3e3ab8f1118dd423ba90b0889413b53127badc1,sub_009f75e04b76486d8957e8e267f331a3,716
24T8325,8325,12,29,28,aa0e28ca08fdc4fedd9cfefd01a36f9d6a24328901ae0a9fa297b0d159f474e7,sub_dc992ac8fb554bbc8f9e67e5ac9c95ce,464
24T8325,8325,16,11,10,5f3ce8b762f283829d5ce91c439f1b2c807e8713bf72b5b62dd94af9dc1ab4f0,sub_009f75e04b76486d8957e8e267f331a3,760
24T8325,8325,24,6,5,afd5dc66d68b3695e74111b733a503fc9c72e8b1e9f6a6f9d749fb1c96eb1c7c,sub_5b6a8dcebbb24572be01af1df3b8376b,903
24T8329,8329,0,4,1,2547795385bb1dc6bc65d571c4138bf7e68bbc93617ed9cf18f1cc9d55604d57,sub_d3d5ec8995bd4d4b896095b2fb27095c,101
24T8329,8329,8,4,3,c00af7925a4b90fdd8278128c824a1ee40a2102c7fa53ed6c844fa9390d23046,sub_686cdcd542b8479ab0dc0a9b8f84c4e9,263
24T8329,8329,12,28,25,6b3514d6c6df0509181c1fba865723268ba62208d8ee8c61c9a2ba06e92939a1,sub_1e115dea004741d1ad716e9b6717196b,547
24T8329,8329,16,11,10,c0b6b2bcba77e7668528bc35f915865cfb49290dbe7f4836e61ebfab3e828d3a,sub_686cdcd542b8479ab0dc0a9b8f84c4e9,620
24T8329,8329,24,2,1,2dfb7bcb9ee054a4146e085e94f2c733defe53bd47a0c2513c02ca8e9d5244e6,sub_d3d5ec8995bd4d4b896095b2fb27095c,956
24T8330,8330,0,2,1,2c90c7b78c2e764e3dd24d3cd79227f87807b1fe2efec78e0d2769ae37e40d27,sub_e7403e62ecc24a44868be58d47603312,60
24T8330,8330,4,7,6,04910ba730a3d1c0129fb82d6bfdf2e4fb254eba2e9d3b389448d5f5eacf083d,sub_9873b74abddc4302afe334c6499267ec,644
24T8330,8330,12,7,6,7b65f95b3388bf343dac8b212a090b835c364b5497ec3b3d739be0376df28e4c,sub_776c0c943f1042a1b2698dcde4dd5caf,201
24T8331,8331,0,1,0,bb8c28afbda89b2b4934eb425d58ab0ed376d0778d606bc63541047100b3c576,sub_7fa9980a4e6d40f5b4bf22c57592a345,763
24T8333,8333,0,2,0,138272cabd82975a49cf2dced2c1ed5bd7b2cf79810ea25e18aa803acbac2ffc,sub_99d6e09c31b54ca5a07fae6e99ccf02e,45
24T8333,8333,8,2,1,83dbf173ead71ac203479bc1c20e159740808e7d7eefaec462eea38ded21860d,sub_d3d5ec8995bd4d4b896095b2fb27095c,305
24T8333,8333,12,7,5,509f3774ef88727753d992f18c427eefd1570301052f891c7128ceeeeffa6fb5,sub_1ec0da78fb09443a88262c5e93a3fb09,270
24T8333,8333,16,4,2,ac562360a2f4caeffd21cf6910b37c6812076426db0a406b3a0cc3390ac08416,sub_d3d5ec8995bd4d4b896095b2fb27095c,591
24T8334,8334,0,5,1,bca6abd9c6e4ad81aa882b165da98206a6d95922230a5d9fa14e9d2e384e40d3,sub_e7403e62ecc24a44868be58d47603312,62
24T8334,8334,8,2,2,c1d54ac372b4e8cd32c3250c53b20d67ebaee7f75d6d42e1c370b82910eba3bf,sub_e7403e62ecc24a44868be58d47603312,63
24T8334,8334,12,2,2,503530ce907f7b41b71d39017b144c4aa6f46707abd9d7c7c03df5d1e21f9c5c,sub_1e115dea004741d1ad716e9b6717196b,559
24T8335,8335,0,1,0,ea084edb4a04c471eafbbcfce9751826ebeaba79fe3c41c072ec7808b8e36c09,sub_b9d4f7361534461487f0fada2f010519,60
24T8335,8335,12,1,0,68699eeb65c72b72ee96aa1c422b83b34e6ca11b79e14d0df98a16844e974a4a,sub_b9d4f7361534461487f0fada2f010519,87
24T8337,8337,0,4,2,0bb3aa76ffa245a579e64dc5f588c8a2564b7034940062a78ca7f3e80bd84900,sub_a73b844bb3f449abbe2d5ebaeaccf875,100
24T8337,8337,4,1,1,882817fe4c2072d21ca15fd5163cc1c69e1a77e77419673461952be696d7c04c,sub_777e291b1f8242eeaa5c487003261274,970
24T8337,8337,8,4,3,491afc90ac1537c8621c78ba06924fd7c6f09fe0be02515e0553c244143087c5,sub_686cdcd542b8479ab0dc0a9b8f84c4e9,307
24T8337,8337,12,28,22,b751be44a4ef7a6c240dd875a13d20f32b1d0b2113f3cfffc825d614fec67920,sub_a73b844bb3f449abbe2d5ebaeaccf875,549
24T8337,8337,16,21,20,3c7e5328df33eb854976fbeedfebafd3d3ce4209d3dccff407fc8c81b1fcf99a,sub_9873b74abddc4302afe334c6499267ec,523
24T8337,8337,24,3,2,14e077a95a793ab43ce521cc629323b9fe47a36b88a9523799069b9b3aaecbb0,sub_6fd9f7eaab324a50b282fc7b41821c59,151
24T8338,8338,0,8,2,4d3674c263fa1a37332a2acb057e2a871765a0006cfc4331debd5d04f208cc4d,sub_686cdcd542b8479ab0dc0a9b8f84c4e9,19
24T8338,8338,8,6,5,e730c264a28d2ffffffd40a20980e05b68afc12493d19f1ca148fb34d7a825e2,sub_9873b74abddc4302afe334c6499267ec,857
24T8338,8338,12,7,6,b89df69c73037fe3dc7745349b7f3254a33a49860079ad85f55ed5d051c75471,sub_1e115dea004741d1ad716e9b6717196b,556
24T8338,8338,24,5,2,e46e80dc78fd43795d39a18d1ae267b7468ac94cf44b18f2c194fb4976c95e97,sub_5b6a8dcebbb24572be01af1df3b8376b,942
24T8339,8339,0,2,1,7fb4800294b79992183c11b8901ae3611e651bee59de24dbb5d72db6b5ea7830,sub_e7403e62ecc24a44868be58d47603312,65
24T8339,8339,12,7,4,81de86b91348ac948db5f1aaf8bc2efc4fd7ca82e43bfc68ab301be14ef4df32,sub_686cdcd542b8479ab0dc0a9b8f84c4e9,414
24T8340,8340,0,2,0,70618764793ab3fb9dfac200a30644b136e5ed508586d7bec1e88b8372fbf481,sub_487a37e3de914560856edf9837662152,40
24T8340,8340,12,3,0,5b0966455d1b7787d0ff23cf996b26c5af119cfce1fffbd65940b0a827f619f3,sub_5efbbf837a8b4d909341b6d39198e30b,775
24T8341,8341,0,2,0,2ec08ce429fac8da253a488b20bf1f6879fa7d37c540edb858eee13367bc3f62,sub_7fa9980a4e6d40f5b4bf22c57592a345,401
24T8342,8342,0,2,1,2cfea7105fb57c5613f5c1db585021123c5b7e034a13bbb351ef7f6f779b6af1,sub_162fe47fc50243f8bdc62b66a55b7563,378
24T8343,8343,12,8,7,271601833ecb3f04a15fa6906e5f21116012ef0fff70dcf6572a29e91bbec53c,sub_009f75e04b76486d8957e8e267f331a3,728
24T8344,8344,0,2,2,2e7f5185d45c25bcce4d5830e1055d390846ff4c0b01bd654ee2d613df03dc84,sub_5b6a8dcebbb24572be01af1df3b8376b,10
24T8344,8344,4,2,0,f10a1a482beaa0a223173059470c1fca22023a0de99d1f24252f21a2afd1e19c,sub_7f2cd435a53648b8af66ae91ba7b669c,727
24T8344,8344,8,6,6,371af5435ce4eea04420536263dddfa881f767e4402dd41d347ebded37adabc4,sub_009f75e04b76486d8957e8e267f331a3,715
24T8344,8344,12,39,30,4c7251607dcb1b1290562a7769ffcc237dc2348c4443b66f674e7974f78a56ca,sub_aef047f857c04c1cb0fef2f4a8089249,610
24T8344,8344,16,6,5,e7000abcd8aa7b0aa9139c78c9dc9c7afd43be4d51f16c2acb1f2e32fe7df0e3,sub_ea43b632a95d48d3bcdf5c0ca00a8c6a,598
24T8344,8344,24,4,2,4415a46f7772dd65a3156ae8d40a1f39b92d2a4f41d0d1c8b18904d850a648fd,sub_5b6a8dcebbb24572be01af1df3b8376b,868
24T8353,8353,0,2,1,00d7542dbd7d50e00d79d2f5a84628737919ab6a0153e79867924a5cfa2485b7,sub_e449969ded96447cba48d168a5e91f2e,2
24T8353,8353,4,2,1,acb1cd1f3d62d40053d5ada6c9fb3fdb2459dcc682c49b8b6d617bbd6db0d57d,sub_2dad8289992d4f0fa9f41163bb2889c7,1
24T8353,8353,8,3,3,e343b923d011bd5c2e663216c626d6079794d6a473f4f98c7d52831390468611,sub_2eb12f10d8804fb6ba4baeca24c81aea,52
